Hours_Awake,Decisions_Made,Task_Switches,Avg_Decision_Time_sec,Sleep_Hours_Last_Night,Time_of_Day,Caffeine_Intake_Cups,Stress_Level_1_10,Error_Rate,Cognitive_Load_Score,Decision_Fatigue_Score,Fatigue_Level,System_Recommendation,Years_at_Company,Self_Reported_Sleep_Quality,Break_Room_Entry_Count,Water_Dispenser_Refills,Vending_Machine_Sugar_Purchases,Corporate_Gym_Entry_Mins,Peer_Collaboration_Pings,Mid_Shift_Mood_Score,Anomaly_Cohort,Decision_Density,Hydration_Ratio,Sleep_Deficit,Fatigue_Risk_Index,Experience_Group,Sleep_Group,Gym_Group,Stress_Group,Caffeine_Group,PCA_1,PCA_2,Cluster_ID,Behavioural_Archetype
5,26,7,2.73,5.9,Afternoon,1,1.0,0.0,1.7,3.9,Low,Continue,3.7,Good,0,5,4,44,21,5.0,Expected trend,5.2,2.5,2.0999999999999996,2.375,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,Low,-2.2846139781671817,-0.2945369337084654,1,Low Engagement
9,34,15,2.9,5.9,Afternoon,1,1.0,0.0,2.4,33.4,Medium,Slow Down,6.2,Fair,0,5,5,56,20,5.0,Expected trend,3.7777777777777777,2.5,2.0999999999999996,12.84,Mid-level (3-7),Adequate Sleep,High Activity,Low,Low,-1.0649734492984668,-0.31792782913796513,1,Low Engagement
6,35,7,2.66,5.9,Afternoon,2,1.9,0.0,2.6,10.3,Low,Continue,3.6,Poor,0,7,5,0,14,5.0,Expected trend,5.833333333333333,2.3333333333333335,2.0999999999999996,5.02,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-1.7744562055165891,-0.40681462929570245,1,Low Engagement
17,85,21,2.99,4.0,Afternoon,1,5.5,0.1346,6.9,100.0,High,Take Break,7.8,Poor,4,3,5,48,21,5.0,Expected trend,5.0,1.5,4.0,38.555,Senior (7-15),Poor Sleep,High Activity,Medium,Low,4.914403300722475,-3.1939196238054324,0,Stressed / Isolated
8,31,11,2.22,4.7,Evening,1,1.0,0.0,2.1,30.6,Low,Slow Down,6.3,Poor,2,7,5,0,21,4.0,Expected trend,3.875,3.5,3.3,12.04,Mid-level (3-7),Poor Sleep,No Activity,Low,Low,-0.9467576632858907,-0.5647057064888839,1,Low Engagement
7,40,12,2.07,6.9,Afternoon,0,2.2,0.0,3.1,21.1,Low,Continue,4.2,Good,1,2,5,0,15,5.0,Expected trend,5.714285714285714,2.0,1.0999999999999996,8.775,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,-1.331235726153319,0.07511358664209901,1,Low Engagement
5,14,4,2.04,7.0,Evening,1,1.0,0.0,1.2,0.0,Low,Continue,0.5,Excellent,0,7,5,58,16,4.0,Expected trend,2.8,3.5,1.0,0.69,New (0-3),Adequate Sleep,High Activity,Low,Low,-2.9665014705081756,0.2501965955273162,1,Low Engagement
15,59,18,4.24,6.0,Afternoon,0,1.0,0.0,3.3,76.3,High,Take Break,6.6,Poor,6,1,3,0,14,3.0,Expected trend,3.933333333333333,1.0,2.0,28.014999999999997,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,1.833168900285556,-0.17564957879687546,2,Collaborative / Balanced
10,44,17,2.84,3.8,Morning,3,1.2,0.0057999999999999,2.9,55.5,Medium,Slow Down,5.3,Poor,1,8,3,20,18,4.0,Expected trend,4.4,2.0,4.2,21.144999999999996,Mid-level (3-7),Poor Sleep,Low Activity,Low,Medium,0.2865509045140205,-1.0699538908945152,1,Low Engagement
16,85,19,1.66,5.4,Night,4,4.9,0.0534,6.4,93.6,High,Take Break,7.2,Poor,5,10,5,41,16,5.0,Expected trend,5.3125,2.0,2.5999999999999996,35.785000000000004,Senior (7-15),Adequate Sleep,Moderate Activity,Medium,High,3.308876188888835,-1.318129508902935,0,Stressed / Isolated
9,51,20,1.76,5.6,Evening,1,2.4,0.0,4.0,49.7,Medium,Slow Down,7.6,Poor,2,8,5,0,41,4.0,Expected trend,5.666666666666667,4.0,2.4000000000000004,19.275000000000002,Senior (7-15),Adequate Sleep,No Activity,Low,Low,0.6464006161101402,0.9415129812048052,2,Collaborative / Balanced
7,39,18,2.5,6.1,Evening,1,1.0,0.0,2.7,30.2,Low,Slow Down,9.0,Poor,1,7,3,0,20,4.0,Expected trend,5.571428571428571,3.5,1.9000000000000004,11.74,Senior (7-15),Adequate Sleep,No Activity,Low,Low,-0.8104860713565996,0.09330168066936041,1,Low Engagement
11,57,14,1.84,5.2,Morning,2,1.8,0.0,3.5,54.5,Medium,Slow Down,6.6,Fair,2,8,5,0,15,5.0,Expected trend,5.181818181818182,2.6666666666666665,2.8,20.784999999999997,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,0.009868784468182925,-0.7722745186761526,1,Low Engagement
9,46,11,3.66,4.4,Evening,0,1.0,0.0,2.5,45.8,Medium,Slow Down,4.8,Fair,0,2,4,0,13,4.0,Expected trend,5.111111111111111,2.0,3.5999999999999996,17.499999999999996,Mid-level (3-7),Poor Sleep,No Activity,Low,Low,-0.37168929138564677,-0.9245835789477715,1,Low Engagement
17,91,25,4.92,6.7,Afternoon,1,2.8,0.003,5.7,100.0,High,Take Break,10.0,Good,3,3,3,0,31,2.0,Expected trend,5.352941176470588,1.5,1.2999999999999998,37.1,Senior (7-15),Adequate Sleep,No Activity,Low,Low,3.929358871675281,1.6043755870224503,2,Collaborative / Balanced
9,48,14,3.49,4.7,Afternoon,0,3.7,0.0,4.4,48.7,Medium,Slow Down,4.0,Fair,2,3,3,29,46,5.0,Expected trend,5.333333333333333,3.0,3.3,19.509999999999998,Mid-level (3-7),Poor Sleep,Moderate Activity,Medium,Low,1.1299772900985652,0.6305498460943219,2,Collaborative / Balanced
3,14,6,2.24,7.6,Evening,0,1.0,0.0011999999999999,1.3,0.0,Low,Continue,0.5,Excellent,0,3,5,61,11,5.0,Expected trend,4.666666666666667,3.0,0.40000000000000036,0.5900000000000001,New (0-3),Good Sleep,High Activity,Low,Low,-3.3160709719535526,-0.036855623833817915,1,Low Engagement
8,33,11,2.57,5.9,Night,1,1.0,0.0,2.1,24.1,Low,Continue,4.6,Excellent,2,5,5,50,19,5.0,Expected trend,4.125,2.5,2.0999999999999996,9.525,Mid-level (3-7),Adequate Sleep,High Activity,Low,Low,-1.3243101549684522,-0.4728504957107457,1,Low Engagement
16,64,15,3.02,5.6,Afternoon,2,3.7,0.0,4.9,78.2,High,Take Break,7.2,Fair,5,5,5,0,38,4.0,Expected trend,4.0,1.6666666666666667,2.4000000000000004,29.755000000000003,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,2.5060324701557213,0.8198349774485778,2,Collaborative / Balanced
7,30,6,2.72,6.7,Afternoon,1,1.7,0.0,2.2,8.3,Low,Continue,2.2,Excellent,0,4,4,53,13,5.0,Expected trend,4.285714285714286,2.0,1.2999999999999998,4.03,New (0-3),Adequate Sleep,High Activity,Low,Low,-2.0923107754496457,-0.17620198616807878,1,Low Engagement
7,30,12,4.13,6.3,Evening,1,2.0,0.0,2.7,17.7,Low,Continue,4.0,Good,3,3,4,0,17,5.0,Expected trend,4.285714285714286,1.5,1.7000000000000002,7.574999999999999,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,-0.7506576191401753,-0.23172013086902976,1,Low Engagement
13,61,22,3.75,4.9,Night,2,1.0,0.0,3.5,78.5,High,Take Break,9.5,Excellent,4,5,2,0,14,2.0,Expected trend,4.6923076923076925,1.6666666666666667,3.0999999999999996,29.044999999999998,Senior (7-15),Poor Sleep,No Activity,Low,Medium,1.9569392572272435,-0.16344664364259565,2,Collaborative / Balanced
3,14,4,1.5,6.9,Evening,2,1.1,0.0,1.3,0.0,Low,Continue,1.5,Good,0,9,5,73,13,5.0,Expected trend,4.666666666666667,3.0,1.0999999999999996,0.755,New (0-3),Adequate Sleep,High Activity,Low,Medium,-3.419862418645228,-0.2150433823572873,1,Low Engagement
12,58,17,3.89,6.4,Morning,1,1.1,0.0,3.3,56.9,Medium,Slow Down,9.3,Poor,0,7,2,0,17,3.0,Expected trend,4.833333333333333,3.5,1.5999999999999996,21.169999999999998,Senior (7-15),Adequate Sleep,No Activity,Low,Low,0.5202100055122384,0.4503828485016088,2,Collaborative / Balanced
8,36,12,3.66,5.9,Morning,2,1.9,0.0,2.8,24.9,Low,Continue,6.6,Fair,1,8,4,0,17,5.0,Expected trend,4.5,2.6666666666666665,2.0999999999999996,10.169999999999998,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-0.8042627471550771,-0.3267262029261925,1,Low Engagement
13,59,25,3.42,5.3,Night,2,2.7,0.001,4.6,77.6,High,Take Break,11.4,Fair,1,7,5,0,46,4.8,Night peer-support buffer,4.538461538461538,2.3333333333333335,2.7,29.294999999999995,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,1.994116320269123,0.8258578673726972,2,Collaborative / Balanced
16,82,26,3.67,5.7,Afternoon,0,5.7,0.0111999999999999,7.2,100.0,High,Take Break,11.5,Good,6,3,4,0,44,5.0,Expected trend,5.125,3.0,2.3,38.324999999999996,Senior (7-15),Adequate Sleep,No Activity,Medium,Low,4.5429134145439045,0.9473663874781033,2,Collaborative / Balanced
7,41,9,2.95,7.2,Afternoon,0,1.6,0.0,2.6,16.3,Low,Continue,1.7,Fair,2,5,4,0,13,5.0,Expected trend,5.857142857142857,5.0,0.7999999999999998,6.785,New (0-3),Good Sleep,No Activity,Low,Low,-1.448887630773596,-0.05766980297035165,1,Low Engagement
4,20,2,3.02,7.4,Morning,0,2.6,0.0,2.2,0.0,Low,Continue,1.8,Excellent,1,5,5,33,13,5.0,Expected trend,5.0,5.0,0.5999999999999996,1.21,New (0-3),Good Sleep,Moderate Activity,Low,Low,-2.4688134527583427,0.20452856614876105,1,Low Engagement
12,62,20,3.03,7.6,Afternoon,1,1.0,0.0,3.5,55.4,Medium,Slow Down,8.6,Good,1,3,5,0,11,4.0,Expected trend,5.166666666666667,1.5,0.40000000000000036,20.419999999999995,Senior (7-15),Good Sleep,No Activity,Low,Low,0.1429498235617917,0.33673145329509746,1,Low Engagement
17,73,23,2.27,3.8,Afternoon,3,1.0,0.1014,3.9,100.0,High,Take Break,10.1,Fair,3,9,4,39,18,5.0,Expected trend,4.294117647058823,2.25,4.2,36.870000000000005,Senior (7-15),Poor Sleep,Moderate Activity,Low,Medium,2.7902155440119962,-3.504654069132625,0,Stressed / Isolated
1,4,3,2.18,8.0,Night,1,1.5,0.0,1.2,0.0,Low,Continue,1.9,Good,3,5,5,37,9,5.0,Expected trend,4.0,2.5,0.0,0.615,New (0-3),Good Sleep,Moderate Activity,Low,Low,-3.4135080212728544,-0.009867538038050244,1,Low Engagement
17,82,25,3.5,5.3,Evening,2,3.5,0.0436,5.8,100.0,High,Take Break,10.7,Fair,2,5,2,0,9,3.0,Expected trend,4.823529411764706,1.6666666666666667,2.7,37.574999999999996,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,3.563110182588257,-0.8617629269296392,0,Stressed / Isolated
2,7,1,2.42,7.1,Afternoon,1,1.0,0.0,0.9,0.0,Low,Continue,4.5,Good,0,6,5,37,18,4.0,Expected trend,3.5,3.0,0.9000000000000004,0.6100000000000001,Mid-level (3-7),Good Sleep,Moderate Activity,Low,Low,-3.3757562270287726,0.35057708717831,1,Low Engagement
6,21,6,2.15,6.5,Night,2,1.0,0.0,1.5,0.0,Low,Continue,2.3,Good,3,5,5,50,10,5.0,Expected trend,3.5,1.6666666666666667,1.5,0.8500000000000001,New (0-3),Adequate Sleep,High Activity,Low,Medium,-2.432959668774193,-0.648731725175821,1,Low Engagement
12,58,29,5.08,2.9,Morning,1,2.1,0.0567999999999999,4.5,99.6,High,Take Break,13.0,Good,2,1,2,41,13,3.0,Expected trend,4.833333333333333,0.5,5.1,37.30499999999999,Senior (7-15),Poor Sleep,Moderate Activity,Low,Low,3.4390985502166176,-2.1964961475511773,0,Stressed / Isolated
11,63,19,3.64,7.7,Afternoon,2,3.4,0.0,4.9,48.1,Medium,Slow Down,6.9,Poor,0,7,3,0,50,5.0,Expected trend,5.7272727272727275,2.3333333333333335,0.2999999999999998,18.725,Mid-level (3-7),Good Sleep,No Activity,Medium,Medium,1.06434448502383,2.121288245204856,2,Collaborative / Balanced
11,52,19,1.77,4.1,Evening,2,1.0,0.0,3.1,66.5,High,Take Break,8.8,Fair,0,6,5,0,22,4.0,Expected trend,4.7272727272727275,2.0,3.9000000000000004,24.925,Senior (7-15),Poor Sleep,No Activity,Low,Medium,0.24897911882702203,-0.649986511763579,1,Low Engagement
8,34,14,2.94,5.8,Evening,1,1.0,0.0,2.3,29.2,Low,Continue,7.0,Fair,1,4,5,35,14,5.0,Expected trend,4.25,2.0,2.2,11.37,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,Low,-1.177081584087352,-0.6490608870214717,1,Low Engagement
7,28,6,3.18,4.9,Afternoon,2,3.2,0.0,3.0,15.6,Low,Continue,2.9,Poor,3,6,3,0,11,5.0,Expected trend,4.0,2.0,3.0999999999999996,7.4799999999999995,New (0-3),Poor Sleep,No Activity,Medium,Medium,-0.8311995864685819,-0.8795345410466175,1,Low Engagement
14,63,22,3.85,5.9,Night,3,1.0,0.0,3.6,73.7,High,Take Break,11.3,Poor,5,7,3,0,21,1.0,Expected trend,4.5,1.75,2.0999999999999996,27.184999999999995,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,2.288735306653056,0.8227453406418515,2,Collaborative / Balanced
16,89,26,3.62,6.1,Morning,2,2.9,0.034,5.7,100.0,High,Take Break,9.1,Good,6,8,3,0,19,4.0,Expected trend,5.5625,2.6666666666666665,1.9000000000000004,37.245000000000005,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,3.752720605291145,-0.5430629126226025,0,Stressed / Isolated
12,64,21,3.89,5.3,Morning,1,3.9,0.0,5.3,73.6,High,Take Break,7.7,Poor,4,4,3,0,49,2.0,Expected trend,5.333333333333333,2.0,2.7,28.334999999999997,Senior (7-15),Adequate Sleep,No Activity,Medium,Low,3.196632800930026,1.9597845864317778,2,Collaborative / Balanced
9,41,12,3.59,3.8,Morning,2,2.0,0.0,3.0,45.2,Medium,Slow Down,5.1,Poor,0,6,4,0,12,4.0,Expected trend,4.555555555555555,2.0,4.2,17.76,Mid-level (3-7),Poor Sleep,No Activity,Low,Medium,-0.04364639031510917,-1.0246288385184126,1,Low Engagement
16,93,36,5.36,6.7,Evening,2,5.9,0.0,8.1,100.0,High,Take Break,15.7,Fair,6,2,1,0,51,2.0,Expected trend,5.8125,0.6666666666666666,1.2999999999999998,38.355,Veteran (15+),Adequate Sleep,No Activity,Medium,Medium,6.144797082554981,2.998623717292781,2,Collaborative / Balanced
16,84,28,5.25,5.6,Afternoon,1,4.8,0.0275999999999999,6.8,100.0,High,Take Break,11.5,Poor,5,3,2,35,44,4.0,Expected trend,5.25,1.5,2.4000000000000004,38.04,Senior (7-15),Adequate Sleep,Moderate Activity,Medium,Low,5.001297676508945,0.8010082389213692,2,Collaborative / Balanced
9,43,16,3.63,4.7,Evening,4,1.0,0.0,2.7,40.7,Medium,Slow Down,8.3,Poor,0,10,3,0,12,4.0,Expected trend,4.777777777777778,2.0,3.3,15.695,Senior (7-15),Poor Sleep,No Activity,Low,High,-0.29261576386785576,-0.793848511824515,1,Low Engagement
13,78,22,4.27,6.1,Morning,2,1.0,0.0,4.0,78.9,High,Take Break,7.8,Fair,6,4,3,0,55,5.0,Expected trend,6.0,1.3333333333333333,1.9000000000000004,29.045,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,2.4756467873851937,0.9204104219713618,2,Collaborative / Balanced
5,21,6,3.21,5.6,Afternoon,0,1.0,0.0,1.5,4.1,Low,Continue,0.7,Good,0,1,4,66,12,5.0,Expected trend,4.2,1.0,2.4000000000000004,2.465,New (0-3),Adequate Sleep,High Activity,Low,Low,-2.392536207811132,-0.7974800008957275,1,Low Engagement
10,52,17,2.26,8.1,Morning,2,3.7,0.0,4.6,33.7,Medium,Slow Down,7.3,Fair,1,6,5,0,49,4.0,Expected trend,5.2,2.0,0.0,13.64,Senior (7-15),Good Sleep,No Activity,Medium,Medium,0.48699215965081377,2.576213596184212,2,Collaborative / Balanced
7,41,20,2.77,7.0,Morning,2,1.8,0.0,3.3,26.7,Low,Continue,7.9,Good,2,8,5,24,10,3.0,Expected trend,5.857142857142857,2.6666666666666665,1.0,10.654999999999998,Senior (7-15),Adequate Sleep,Moderate Activity,Low,Medium,-0.3797622495962398,0.5141875647037955,1,Low Engagement
9,43,10,4.25,5.1,Afternoon,2,2.3,0.0,3.2,34.9,Medium,Slow Down,4.8,Fair,2,6,2,0,14,5.0,Expected trend,4.777777777777778,2.0,2.9000000000000004,14.009999999999998,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-0.08674434224521992,-0.7743207005720946,1,Low Engagement
14,62,14,2.84,5.1,Afternoon,2,1.4,0.0026,3.4,71.5,High,Take Break,5.6,Good,5,6,5,24,13,5.0,Expected trend,4.428571428571429,2.0,2.9000000000000004,26.634999999999998,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,Medium,1.0082147504128125,-1.1978684176345387,2,Collaborative / Balanced
15,91,32,3.77,5.1,Afternoon,3,4.3,0.0647999999999999,6.9,100.0,High,Take Break,12.3,Poor,4,6,3,0,19,3.0,Expected trend,6.066666666666666,1.5,2.9000000000000004,38.035000000000004,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,4.865752063206255,-0.8427974252325189,0,Stressed / Isolated
13,66,24,4.02,6.2,Morning,3,4.9,0.0,6.1,71.5,High,Take Break,9.5,Good,4,5,4,0,40,3.0,Expected trend,5.076923076923077,1.25,1.7999999999999998,27.83,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,3.317748996049374,1.847258827444816,2,Collaborative / Balanced
10,42,12,3.79,4.9,Night,1,1.5,0.0,2.8,43.9,Medium,Slow Down,4.8,Poor,0,5,2,0,13,4.0,Expected trend,4.2,2.5,3.0999999999999996,16.919999999999998,Mid-level (3-7),Poor Sleep,No Activity,Low,Low,-0.23321266283282913,-0.6214443640710157,1,Low Engagement
14,81,17,2.53,7.4,Night,4,4.2,0.0,5.8,64.2,Medium,Take Break,6.3,Excellent,4,10,5,0,40,5.0,Expected trend,5.785714285714286,2.0,0.5999999999999996,24.8,Mid-level (3-7),Good Sleep,No Activity,Medium,High,2.1031343803805704,1.5224883975820844,2,Collaborative / Balanced
12,57,18,3.03,5.7,Evening,1,3.2,0.0,4.5,62.1,Medium,Take Break,6.9,Poor,0,4,5,0,36,4.0,Expected trend,4.75,2.0,2.3,23.895,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Low,1.2307393180123671,0.9812430933322048,2,Collaborative / Balanced
6,27,10,1.64,4.4,Night,0,1.0,0.0,1.9,23.3,Low,Continue,3.4,Poor,2,6,5,0,15,5.0,Expected trend,4.5,6.0,3.5999999999999996,9.505,Mid-level (3-7),Poor Sleep,No Activity,Low,Low,-1.670381230630481,-1.2573938316587905,1,Low Engagement
12,58,19,2.56,6.7,Afternoon,2,1.6,0.0,3.6,55.7,Medium,Slow Down,8.9,Fair,3,5,5,0,14,4.0,Expected trend,4.833333333333333,1.6666666666666667,1.2999999999999998,20.875,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,0.5116763606812859,0.08406499797550736,2,Collaborative / Balanced
13,58,10,2.55,5.4,Morning,0,2.8,0.0,3.9,60.5,Medium,Take Break,4.3,Poor,3,3,4,0,38,4.0,Expected trend,4.461538461538462,3.0,2.5999999999999996,23.174999999999997,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,1.1062197386026575,0.6556495765409238,2,Collaborative / Balanced
8,44,16,3.5,6.5,Night,3,3.1,0.0,4.0,28.5,Low,Continue,9.8,Poor,0,9,3,0,44,5.0,Expected trend,5.5,2.25,1.5,11.850000000000001,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,0.09211859630110603,1.321185344426763,2,Collaborative / Balanced
16,89,35,1.58,6.3,Afternoon,2,5.7,0.0,7.9,100.0,High,Take Break,14.2,Good,4,8,5,0,42,3.0,Expected trend,5.5625,2.6666666666666665,1.7000000000000002,38.345,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,4.5591525566502,2.188756318042578,2,Collaborative / Balanced
2,12,5,2.18,6.7,Afternoon,1,1.0,0.001,1.2,0.0,Low,Continue,1.2,Poor,0,7,4,68,13,5.0,Active high-density resilience,6.0,3.5,1.2999999999999998,0.75,New (0-3),Adequate Sleep,High Activity,Low,Low,-3.3129259146328986,-0.3287297146386491,1,Low Engagement
7,31,12,3.51,7.9,Afternoon,0,3.9,0.0,3.9,10.6,Low,Continue,8.8,Fair,1,4,3,0,53,4.0,Expected trend,4.428571428571429,4.0,0.09999999999999964,5.484999999999999,Senior (7-15),Good Sleep,No Activity,Medium,Low,-0.19695039291661223,2.6722174297869583,2,Collaborative / Balanced
12,63,11,3.71,6.0,Afternoon,1,2.5,0.0,3.9,54.6,Medium,Slow Down,5.0,Poor,0,4,2,0,44,3.0,Expected trend,5.25,2.0,2.0,20.915,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,1.1064161304241982,1.5920292502047326,2,Collaborative / Balanced
7,46,16,3.73,6.5,Afternoon,1,1.1,0.0,2.8,29.1,Low,Continue,7.9,Fair,1,3,4,0,22,4.0,Expected trend,6.571428571428571,1.5,1.5,11.320000000000002,Senior (7-15),Adequate Sleep,No Activity,Low,Low,-0.5072784243052346,0.34902411630858116,1,Low Engagement
14,70,20,3.84,7.2,Afternoon,5,2.3,0.0,4.5,61.7,Medium,Take Break,8.9,Poor,5,10,5,0,49,5.0,Expected trend,5.0,1.6666666666666667,0.7999999999999998,23.229999999999997,Senior (7-15),Good Sleep,No Activity,Low,High,2.019631439691297,1.417828153282548,2,Collaborative / Balanced
9,43,8,3.03,7.8,Morning,3,2.0,0.0,2.9,14.4,Low,Continue,4.1,Excellent,0,6,4,0,18,5.0,Expected trend,4.777777777777778,1.5,0.20000000000000018,6.16,Mid-level (3-7),Good Sleep,No Activity,Low,Medium,-1.4575370522980995,0.5531748256288348,1,Low Engagement
11,50,15,2.42,4.9,Morning,3,3.6,0.0,4.4,51.8,Medium,Slow Down,6.8,Fair,0,10,5,55,44,3.0,Expected trend,4.545454545454546,2.5,3.0999999999999996,20.529999999999998,Mid-level (3-7),Poor Sleep,High Activity,Medium,Medium,1.1694459070465868,1.3674378438359998,2,Collaborative / Balanced
16,80,28,4.04,5.5,Evening,0,3.9,0.0496,6.1,100.0,High,Take Break,9.5,Poor,4,2,4,0,12,3.0,Expected trend,5.0,2.0,2.5,37.695,Senior (7-15),Adequate Sleep,No Activity,Medium,Low,4.153200418859061,-0.7789833248857558,0,Stressed / Isolated
11,50,11,2.07,5.3,Afternoon,2,1.0,0.0,2.6,46.5,Medium,Slow Down,5.0,Fair,0,5,5,0,14,5.0,Expected trend,4.545454545454546,1.6666666666666667,2.7,17.584999999999997,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-0.8543096862746272,-0.8493322352776006,1,Low Engagement
11,60,18,4.49,7.1,Evening,2,4.7,0.0,5.5,49.1,Medium,Slow Down,5.2,Good,0,5,3,0,36,5.0,Expected trend,5.454545454545454,1.6666666666666667,0.9000000000000004,19.64,Mid-level (3-7),Good Sleep,No Activity,Medium,Medium,1.4758344863170074,1.5334123927971222,2,Collaborative / Balanced
4,19,4,2.5,5.8,Evening,3,1.0,0.0,1.4,0.0,Low,Continue,1.3,Good,3,8,5,38,14,5.0,Expected trend,4.75,2.0,2.2,0.9700000000000001,New (0-3),Adequate Sleep,Moderate Activity,Low,Medium,-2.4524222401169573,-0.7838552697983895,1,Low Engagement
13,56,19,2.95,4.7,Evening,3,2.3,0.0098,4.0,71.3,High,Take Break,6.5,Poor,3,6,4,30,38,4.0,Expected trend,4.3076923076923075,1.5,3.3,26.99,Mid-level (3-7),Poor Sleep,Moderate Activity,Low,Medium,1.7861579708041346,0.12890929038952503,2,Collaborative / Balanced
4,19,8,1.0,7.2,Evening,3,2.8,0.0,2.6,0.0,Low,Continue,3.7,Poor,1,9,5,0,13,3.0,Expected trend,4.75,2.25,0.7999999999999998,1.38,Mid-level (3-7),Good Sleep,No Activity,Low,Medium,-2.1953395480297444,0.8709500001547356,1,Low Engagement
10,44,12,3.03,5.3,Night,3,1.0,0.0,2.5,38.4,Medium,Slow Down,5.3,Excellent,2,9,4,0,12,4.0,Expected trend,4.4,2.25,2.7,14.73,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-0.4382092111001877,-0.676281118517666,1,Low Engagement
5,28,9,1.88,5.9,Evening,2,1.0,0.0,1.9,5.2,Low,Continue,4.3,Poor,0,9,5,21,17,4.0,Expected trend,5.6,3.0,2.0999999999999996,2.8699999999999997,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,Medium,-2.19282657037404,-0.10518005435315478,1,Low Engagement
3,13,4,3.0,7.6,Night,3,1.0,0.0,1.2,0.0,Low,Continue,2.0,Fair,1,8,5,30,11,5.0,Expected trend,4.333333333333333,2.0,0.40000000000000036,0.5700000000000001,New (0-3),Good Sleep,Moderate Activity,Low,Medium,-3.1358988324698203,-0.07674867071764234,1,Low Engagement
16,97,36,4.88,5.4,Night,5,2.5,0.0741999999999999,6.2,100.0,High,Take Break,13.5,Fair,8,8,3,0,10,4.0,Expected trend,6.0625,1.3333333333333333,2.5999999999999996,37.385000000000005,Senior (7-15),Adequate Sleep,No Activity,Low,High,5.184217388179487,-2.0923053210490026,0,Stressed / Isolated
8,44,13,3.07,5.9,Morning,0,2.0,0.0,3.2,34.1,Medium,Slow Down,4.8,Poor,1,5,4,0,24,4.0,Expected trend,5.5,5.0,2.0999999999999996,13.495000000000001,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,-0.311324967496886,0.3131582146030784,1,Low Engagement
7,26,4,2.52,7.4,Evening,1,1.8,0.0,2.1,0.0,Low,Continue,3.0,Fair,2,5,5,50,18,5.0,Expected trend,3.7142857142857144,2.5,0.5999999999999996,0.99,New (0-3),Good Sleep,High Activity,Low,Low,-2.1757027121257417,0.23044470159411326,1,Low Engagement
14,69,20,2.9094999999999995,2.6,Morning,0,6.2,0.051659999999999956,6.8,100.0,High,Take Break,9.6,Poor,1,7,5,47,15,5.0,Veteran stress resilience,4.928571428571429,7.0,5.4,38.989999999999995,Senior (7-15),Poor Sleep,High Activity,Medium,Low,3.634757896821964,-2.0580027187838845,0,Stressed / Isolated
15,82,30,3.24,5.7,Evening,1,2.6,0.0323999999999999,5.5,100.0,High,Take Break,10.3,Poor,7,4,3,0,17,3.0,Expected trend,5.466666666666667,2.0,2.3,37.21,Senior (7-15),Adequate Sleep,No Activity,Low,Low,3.8932755544615585,-0.5014290687535263,0,Stressed / Isolated
17,100,21,3.83,5.3,Morning,0,5.3,0.119,7.2,100.0,High,Take Break,6.1,Poor,1,5,5,0,12,4.0,Expected trend,5.882352941176471,5.0,2.7,38.305,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Low,4.700248624757569,-2.2445047549816874,0,Stressed / Isolated
1,6,3,0.95,8.5,Afternoon,0,1.0,0.0,0.9,0.0,Low,Continue,0.5,Fair,1,5,5,59,15,5.0,Expected trend,6.0,5.0,0.0,0.43000000000000005,New (0-3),Good Sleep,High Activity,Low,Low,-4.0898133226403734,0.4407803659826009,1,Low Engagement
6,29,6,3.29,8.4,Afternoon,2,1.0,0.0,1.8,0.0,Low,Continue,4.0,Fair,1,5,5,38,18,5.0,Expected trend,4.833333333333333,1.6666666666666667,0.0,0.6100000000000001,Mid-level (3-7),Good Sleep,Moderate Activity,Low,Medium,-2.4471935815265624,0.5653810369317979,1,Low Engagement
